# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-F" "GFF" "-a" "GCF_000006945.2_ASM694v2_genomic.gff" "-o" "analysis_results/counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "analysis_results/aligned/ERR12322786_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analysis_results/aligned/ERR12322786_sorted.bam
STM3609	NC_003197.2	3783053	3784386	+	1334	4329
STM3610	NC_003197.2	3784426	3786499	-	2074	6304
STM3611	NC_003197.2	3786596	3787376	-	781	2662
STM3612	NC_003197.2	3787579	3788521	+	943	2915
STM3613	NC_003197.2	3788575	3790073	-	1499	4984
STM3614	NC_003197.2	3790282	3791579	-	1298	4599
STM3615	NC_003197.2	3791726	3793699	-	1974	6589
STM3616	NC_003197.2	3793906	3797460	-	3555	10929
STM3617	NC_003197.2	3797430	3798539	-	1110	3036
STM3618	NC_003197.2	3798543	3800843	-	2301	6656
STM3619	NC_003197.2	3800854	3803491	-	2638	7389
STM3620	NC_003197.2	3803475	3804240	-	766	2165
STM3621	NC_003197.2	3804228	3804445	-	218	677
STM3622	NC_003197.2	3804676	3806247	+	1572	5071
STM3623	NC_003197.2	3806230	3806435	+	206	69
STM3624	NC_003197.2	3806418	3808111	+	1694	5477
STM3624A	NC_003197.2	3808685	3808825	+	141	1426
STM3625	NC_003197.2	3808932	3810241	+	1310	7897
STM3626	NC_003197.2	3810342	3811367	-	1026	2863
STM3627	NC_003197.2	3811352	3812345	-	994	2458
STM3628	NC_003197.2	3812346	3813259	-	914	2431
STM3629	NC_003197.2	3813258	3814290	-	1033	3403
STM3630	NC_003197.2	3814434	3816223	-	1790	5491
STM3631	NC_003197.2	3816597	3817926	-	1330	4107
STM3632	NC_003197.2	3817980	3819112	-	1133	3572
STM3633	NC_003197.2	3819246	3820261	+	1016	4442
STM3634	NC_003197.2	3820424	3820497	-	74	1159
STM3635	NC_003197.2	3820588	3822293	-	1706	5448
STM3636	NC_003197.2	3822497	3823031	-	535	0
STM3637	NC_003197.2	3823030	3824116	-	1087	0
STM3638	NC_003197.2	3824127	3826668	-	2542	0
STM3639	NC_003197.2	3826678	3827389	-	712	0
STM3640	NC_003197.2	3827461	3827997	-	537	0
STM3641	NC_003197.2	3828503	3829221	-	719	2565
STM3642	NC_003197.2	3829354	3829945	+	592	1622
STM3643	NC_003197.2	3829910	3830363	+	454	689
STM3644	NC_003197.2	3830332	3832677	-	2346	7491
STM3645	NC_003197.2	3832807	3833480	+	674	2511
STM3646	NC_003197.2	3833687	3834673	+	987	3646
STM3647	NC_003197.2	3834723	3835447	-	725	2579
STM3648	NC_003197.2	3835860	3836162	+	303	1272
STM3649	NC_003197.2	3836438	3836663	+	226	1101
STM3650	NC_003197.2	3836830	3837376	+	547	2330
STM3651	NC_003197.2	3837748	3838240	-	493	1365
STM3652	NC_003197.2	3838221	3838508	-	288	683
STM3653	NC_003197.2	3838686	3839161	-	476	0
STM3655	NC_003197.2	3839782	3841860	-	2079	6568
STM3656	NC_003197.2	3841861	3842783	-	923	2870
STM3657	NC_003197.2	3842911	3843217	-	307	1202
STM3658	NC_003197.2	3843370	3844374	+	1005	3145
STM3659	NC_003197.2	3844397	3844762	-	366	1098
STM3660	NC_003197.2	3844925	3846393	-	1469	4721
STM3661	NC_003197.2	3846479	3847813	-	1335	4379
STM3662	NC_003197.2	3848150	3849342	+	1193	3993
STM3663	NC_003197.2	3849403	3850238	-	836	2593
STM3664	NC_003197.2	3850510	3852570	+	2061	7075
STM3665	NC_003197.2	3852744	3853994	+	1251	3614
STM3666	NC_003197.2	3854031	3854517	-	487	1855
STM3667	NC_003197.2	3854621	3855438	-	818	2806
STM3668	NC_003197.2	3855638	3856649	+	1012	3072
STM3669	NC_003197.2	3856648	3857125	+	478	955
STM3670	NC_003197.2	3857142	3858081	+	940	2785
STM3671	NC_003197.2	3858209	3858693	+	485	1413
STM3672	NC_003197.2	3858683	3859973	+	1291	3413
STM3673	NC_003197.2	3859973	3860971	+	999	2518
STM3674	NC_003197.2	3860960	3862471	+	1512	4211
STM3675	NC_003197.2	3862454	3863130	+	677	1591
STM3676	NC_003197.2	3863114	3863983	+	870	2121
STM3677	NC_003197.2	3863960	3864672	+	713	2093
STM3678	NC_003197.2	3864833	3865652	-	820	2942
STM3679	NC_003197.2	3865905	3867867	+	1963	6510
STM3680	NC_003197.2	3867985	3869535	-	1551	4989
STM3681	NC_003197.2	3869686	3870573	+	888	3231
STM3682	NC_003197.2	3870858	3872725	-	1868	5880
STM3683	NC_003197.2	3872705	3874107	-	1403	4356
STM3684	NC_003197.2	3874195	3874814	-	620	2169
STM3685	NC_003197.2	3875190	3877195	+	2006	6748
STM3686	NC_003197.2	3877404	3878564	+	1161	3390
STM3687	NC_003197.2	3878561	3879151	+	591	1399
STM3688	NC_003197.2	3879161	3879377	-	217	627
STM3689	NC_003197.2	3879648	3880023	+	376	1490
STM3690	NC_003197.2	3880507	3881196	+	690	2162
STM3691	NC_003197.2	3881233	3885625	+	4393	14606
STM3692	NC_003197.2	3885911	3887579	+	1669	4960
STM3693	NC_003197.2	3887564	3888352	+	789	2183
STM3694	NC_003197.2	3888334	3889539	+	1206	3501
STM3695	NC_003197.2	3889592	3890076	+	485	1679
STM3696	NC_003197.2	3890144	3891155	-	1012	0
STM3697	NC_003197.2	3891459	3892663	+	1205	0
STM3698	NC_003197.2	3892729	3894047	+	1319	0
STM3699	NC_003197.2	3894130	3894963	-	834	2798
STM3700	NC_003197.2	3895029	3896059	-	1031	2715
STM3701	NC_003197.2	3896048	3896528	-	481	1080
STM3702	NC_003197.2	3896559	3896823	-	265	749
STM3703	NC_003197.2	3896897	3897328	-	432	1661
STM3704	NC_003197.2	3897564	3899120	+	1557	4670
STM3705	NC_003197.2	3899112	3900413	+	1302	4014
STM3706	NC_003197.2	3900398	3901379	+	982	2773
STM3707	NC_003197.2	3901366	3902412	-	1047	3140
STM3708	NC_003197.2	3902894	3903930	-	1037	3271
STM3709	NC_003197.2	3903929	3905189	-	1261	4264
STM3710	NC_003197.2	3905316	3906260	+	945	2872
STM3711	NC_003197.2	3906263	3907309	+	1047	2892
STM3712	NC_003197.2	3907298	3908262	+	965	2750
STM3713	NC_003197.2	3908295	3909516	+	1222	2649
STM3714	NC_003197.2	3909573	3910724	-	1152	3361
STM3715	NC_003197.2	3910819	3911628	-	810	2769
STM3716	NC_003197.2	3911778	3912476	-	699	2172
STM3717	NC_003197.2	3912499	3913520	-	1022	2633
STM3718	NC_003197.2	3913527	3914540	-	1014	2406
STM3719	NC_003197.2	3914546	3915636	-	1091	2954
STM3720	NC_003197.2	3915695	3915928	-	234	0
STM3721	NC_003197.2	3915960	3916769	-	810	2221
STM3722	NC_003197.2	3916750	3917888	-	1139	2863
STM3723	NC_003197.2	3917871	3918924	-	1054	3004
STM3724	NC_003197.2	3919350	3920627	+	1278	3810
STM3725	NC_003197.2	3920626	3921115	+	490	1161
STM3726	NC_003197.2	3921143	3921963	-	821	2380
STM3727	NC_003197.2	3922050	3922230	-	181	394
STM3728	NC_003197.2	3922238	3922487	-	250	824
STM3729	NC_003197.2	3922692	3923371	-	680	2562
STM3730	NC_003197.2	3923520	3924753	+	1234	3699
STM3731	NC_003197.2	3924734	3925189	+	456	1406
STM3732	NC_003197.2	3925280	3925893	+	614	2160
STM3733	NC_003197.2	3925971	3926625	-	655	1947
STM3734	NC_003197.2	3926691	3927421	-	731	2353
STM3735	NC_003197.2	3927521	3928396	+	876	2631
STM3736	NC_003197.2	3928446	3929351	-	906	2985
STM3737	NC_003197.2	3929414	3930303	+	890	3029
STM3738	NC_003197.2	3930542	3931171	+	630	1954
STM3739	NC_003197.2	3931168	3932865	-	1698	5463
STM3740	NC_003197.2	3933094	3933733	+	640	2263
STM3741	NC_003197.2	3933772	3934063	+	292	652
STM3742	NC_003197.2	3934071	3936193	+	2123	6693
STM3743	NC_003197.2	3936198	3936887	+	690	1594
STM3744	NC_003197.2	3936873	3938974	+	2102	6673
STM3745	NC_003197.2	3938977	3939834	-	858	0
STM3746	NC_003197.2	3939831	3941048	-	1218	3985
STM3747	NC_003197.2	3941248	3942655	+	1408	4919
STM3748	NC_003197.2	3942766	3944485	+	1720	5666
STM3749	NC_003197.2	3944588	3946918	-	2331	7052
STM3750	NC_003197.2	3946918	3948311	-	1394	4533
STM3751	NC_003197.2	3948588	3948678	+	91	686
STM3752	NC_003197.2	3948999	3949347	-	349	1427
STM3753	NC_003197.2	3950014	3951211	+	1198	3982
STM3754	NC_003197.2	3951208	3951558	+	351	1028
STM3755	NC_003197.2	3951739	3952782	+	1044	3761
STM3756	NC_003197.2	3954066	3954698	+	633	2121
STM3757	NC_003197.2	3954765	3957640	+	2876	9012
STM3758	NC_003197.2	3957735	3958208	-	474	1270
STM3759	NC_003197.2	3958210	3959080	-	871	2265
STM3760	NC_003197.2	3959120	3959233	-	114	878
STM3761	NC_003197.2	3959839	3960531	+	693	2687
STM3762	NC_003197.2	3960760	3961244	-	485	2088
STM3763	NC_003197.2	3961554	3964284	-	2731	9010
STM3764	NC_003197.2	3964500	3965203	-	704	2506
STM3765	NC_003197.2	3965695	3966606	+	912	2785
STM3766	NC_003197.2	3966649	3967597	-	949	3890
STM3767	NC_003197.2	3967826	3968575	-	750	2571
STM3768	NC_003197.2	3968556	3969668	-	1113	2825
STM3769	NC_003197.2	3969669	3970536	-	868	2133
STM3770	NC_003197.2	3970526	3971281	-	756	2303
STM3771	NC_003197.2	3971421	3971913	-	493	1632
STM3772	NC_003197.2	3971917	3972350	-	434	1556
STM3773	NC_003197.2	3972561	3975364	-	2804	9148
STM3774	NC_003197.2	3975550	3975849	+	300	1319
STM3775	NC_003197.2	3975948	3977337	+	1390	4303
STM3776	NC_003197.2	3977397	3978602	-	1206	4013
STM3777	NC_003197.2	3978799	3979165	+	367	1047
STM3778	NC_003197.2	3979142	3979472	+	331	802
STM3779	NC_003197.2	3979563	3979839	-	277	0
STM3780	NC_003197.2	3979842	3980709	-	868	0
STM3781	NC_003197.2	3980765	3982256	-	1492	0
STM3782	NC_003197.2	3982242	3983606	-	1365	0
STM3783	NC_003197.2	3983676	3983970	-	295	0
STM3784	NC_003197.2	3983960	3984440	-	481	0
STM3785	NC_003197.2	3984451	3985278	-	828	530
STM3786	NC_003197.2	3985547	3986011	-	465	1896
STM3787	NC_003197.2	3986192	3987660	-	1469	4932
STM3788	NC_003197.2	3987726	3989065	-	1340	3928
STM3789	NC_003197.2	3989064	3990576	-	1513	4416
STM3790	NC_003197.2	3990566	3991169	-	604	1666
STM3791	NC_003197.2	3991231	3992252	-	1022	2922
STM3792	NC_003197.2	3992256	3993583	-	1328	3820
STM3793	NC_003197.2	3993603	3994529	-	927	2861
STM3794	NC_003197.2	3994842	3995633	+	792	2627
STM3795	NC_003197.2	3995635	3995940	-	306	466
STM3796	NC_003197.2	3995929	3997629	-	1701	5125
STM3797	NC_003197.2	3997724	3997924	-	201	898
STM3797A	NC_003197.2	3998345	3998459	+	115	363
STM3796B	NC_003197.2	3998456	3998545	+	90	98
STM3796A	NC_003197.2	3998638	3999498	+	861	3002
STM3798	NC_003197.2	3999701	4000885	+	1185	3549
STM3799	NC_003197.2	4000812	4001897	-	1086	2838
STM3800	NC_003197.2	4001961	4002893	-	933	2996
STM3801	NC_003197.2	4003007	4004447	+	1441	4072
STM3802	NC_003197.2	4004322	4005787	+	1466	4120
STM3803	NC_003197.2	4005869	4006399	-	531	1557
STM3804	NC_003197.2	4006396	4006768	-	373	639
STM3805	NC_003197.2	4006748	4007106	-	359	997
STM3807	NC_003197.2	4007539	4009213	-	1675	5540
STM3808	NC_003197.2	4009390	4009832	-	443	1640
STM3809	NC_003197.2	4009928	4010356	-	429	1584
STM3810	NC_003197.2	4010637	4010983	+	347	1122
STM3811	NC_003197.2	4010985	4012222	-	1238	4002
STM3812	NC_003197.2	4012333	4013387	-	1055	3368
STM3813	NC_003197.2	4013373	4013941	-	569	1199
STM3814	NC_003197.2	4013927	4015872	-	1946	5739
STM3815	NC_003197.2	4015855	4016345	-	491	970
STM3816	NC_003197.2	4016331	4016555	-	225	183
STM3817	NC_003197.2	4016540	4017297	-	758	2094
STM3818	NC_003197.2	4017329	4018004	-	676	1773
STM3819	NC_003197.2	4017985	4018602	-	618	1377
STM3820	NC_003197.2	4018608	4020020	-	1413	4480
STM3821	NC_003197.2	4020198	4020843	-	646	2057
STM3822	NC_003197.2	4020823	4023388	-	2566	7783
STM3823	NC_003197.2	4023365	4024615	-	1251	3686
STM3824	NC_003197.2	4024679	4025371	+	693	1737
STM3825	NC_003197.2	4025344	4026398	-	1055	3086
STM3826	NC_003197.2	4026453	4029199	+	2747	8394
STM3827	NC_003197.2	4029225	4030568	-	1344	3998
STM3828	NC_003197.2	4030647	4031806	-	1160	4020
STM3829	NC_003197.2	4032393	4033282	-	890	3063
STM3830	NC_003197.2	4033268	4033968	-	701	2277
STM3831	NC_003197.2	4034218	4035074	-	857	3231
STM3832	NC_003197.2	4035362	4036631	+	1270	4050
STM3833	NC_003197.2	4036637	4037838	+	1202	3495
STM3834	NC_003197.2	4037946	4038849	+	904	2868
STM3835	NC_003197.2	4038868	4041293	-	2426	7702
STM3836	NC_003197.2	4041311	4042404	-	1094	3391
STM3837	NC_003197.2	4042532	4043632	-	1101	3268
STM3838	NC_003197.2	4043637	4045114	-	1478	4799
STM3839	NC_003197.2	4045639	4045838	+	200	739
STM3840	NC_003197.2	4045855	4046214	+	360	568
STM3841	NC_003197.2	4046173	4046435	+	263	233
STM3842	NC_003197.2	4046425	4048084	+	1660	5098
STM3843	NC_003197.2	4048226	4049590	+	1365	5164
STM3845	NC_003197.2	4051391	4052353	+	963	0
STM3846	NC_003197.2	4052416	4053288	+	873	0
STM3847	NC_003197.2	4054081	4055277	+	1197	3833
STM3848	NC_003197.2	4055229	4056205	+	977	2767
STM3849	NC_003197.2	4056351	4057118	+	768	2187
STM3850	NC_003197.2	4057118	4057702	+	585	1598
STM3851	NC_003197.2	4057747	4059210	-	1464	4622
STM3852	NC_003197.2	4059242	4059918	+	677	2166
STM3853	NC_003197.2	4060013	4060750	-	738	2153
STM3854	NC_003197.2	4060753	4061541	-	789	2478
STM3855	NC_003197.2	4061613	4062517	-	905	2681
STM3856	NC_003197.2	4062503	4063478	-	976	2883
STM3857	NC_003197.2	4063598	4064760	-	1163	3581
STM3858	NC_003197.2	4064805	4066184	-	1380	4100
STM3859	NC_003197.2	4066227	4067052	-	826	2414
STM3860	NC_003197.2	4067140	4068897	+	1758	6033
STM3861	NC_003197.2	4069048	4070891	-	1844	6435
STM3862	NC_003197.2	4071066	4072513	-	1448	4812
STM3863	NC_003197.2	4072756	4073460	-	705	2336
STM3864	NC_003197.2	4073684	4074112	-	429	1438
STM3865	NC_003197.2	4074124	4075517	-	1394	3729
STM3866	NC_003197.2	4075533	4076408	-	876	2604
STM3867	NC_003197.2	4076447	4077995	-	1549	4909
STM3868	NC_003197.2	4078001	4078550	-	550	1304
STM3869	NC_003197.2	4078549	4079032	-	484	1181
STM3870	NC_003197.2	4079079	4079330	-	252	576
STM3871	NC_003197.2	4079365	4080196	-	832	2043
STM3872	NC_003197.2	4080189	4080689	-	501	1447
STM3873	NC_003197.2	4081185	4081820	-	636	2099
STM3874	NC_003197.2	4081911	4083812	-	1902	6137
STM3875	NC_003197.2	4084179	4084622	-	444	1543
STM3876	NC_003197.2	4084712	4085268	-	557	1355
STM3877	NC_003197.2	4085215	4086313	+	1099	3101
STM3878	NC_003197.2	4086318	4087760	-	1443	4051
STM3879	NC_003197.2	4087763	4089276	-	1514	4748
STM3880	NC_003197.2	4089596	4091475	+	1880	6293
STM3881	NC_003197.2	4091572	4092091	+	520	1284
STM3882	NC_003197.2	4092090	4093604	+	1515	4344
STM3883	NC_003197.2	4093596	4094575	+	980	2874
STM3884	NC_003197.2	4094585	4095490	+	906	2762
STM3885	NC_003197.2	4095610	4096553	+	944	2879
STM3886	NC_003197.2	4096545	4097555	+	1011	2758
STM3887	NC_003197.2	4097521	4098959	-	1439	3699
STM3888	NC_003197.2	4098960	4099678	-	719	2248
STM3889	NC_003197.2	4100145	4101688	+	1544	3850
STM3890	NC_003197.2	4101772	4101844	+	73	1006
STM3891	NC_003197.2	4102041	4105034	+	2994	6442
STM3893	NC_003197.2	4105041	4105139	+	99	2
STM3894	NC_003197.2	4105124	4105243	+	120	75
STM3895	NC_003197.2	4105296	4105375	+	80	19
STM3896	NC_003197.2	4105381	4105453	+	73	100
STM3897	NC_003197.2	4105558	4106406	-	849	2761
STM3898	NC_003197.2	4106499	4106851	+	353	1112
STM3899	NC_003197.2	4106876	4108407	-	1532	4560
STM3900	NC_003197.2	4108561	4108846	+	286	1242
STM3901	NC_003197.2	4108972	4110632	+	1661	5220
STM3902	NC_003197.2	4110615	4110892	+	278	11
STM3903	NC_003197.2	4110778	4111839	+	1062	3127
STM3904	NC_003197.2	4111982	4113850	+	1869	5925
STM3905	NC_003197.2	4113843	4115397	+	1555	4913
STM3906	NC_003197.2	4115677	4115998	+	322	0
STM3907	NC_003197.2	4115989	4116336	+	348	0
STM3908	NC_003197.2	4116339	4117418	-	1080	2714
STM3909	NC_003197.2	4117247	4118865	+	1619	4111
STM3910	NC_003197.2	4118957	4119250	-	294	1169
STM3911	NC_003197.2	4119527	4119676	+	150	1029
STM3912	NC_003197.2	4119776	4121800	+	2025	5945
STM3913	NC_003197.2	4121840	4123334	-	1495	4863
STM3914	NC_003197.2	4123440	4124705	-	1266	3802
STM3915	NC_003197.2	4124837	4125178	+	342	1370
STM3917	NC_003197.2	4125597	4126856	+	1260	4441
STM3918	NC_003197.2	4127086	4128189	+	1104	2313
STM3919	NC_003197.2	4128192	4129247	+	1056	2876
STM3920	NC_003197.2	4129293	4130433	+	1141	3116
STM3921	NC_003197.2	4130430	4131692	+	1263	3697
STM3922	NC_003197.2	4131676	4132759	+	1084	2950
STM3923	NC_003197.2	4132780	4133016	+	237	906
STM3924	NC_003197.2	4133108	4133671	+	564	1422
STM3925	NC_003197.2	4133665	4134806	+	1142	2937
STM3926	NC_003197.2	4134808	4136058	+	1251	3246
STM3927	NC_003197.2	4136040	4137134	+	1095	2987
STM3928	NC_003197.2	4137118	4138489	+	1372	3930
STM3929	NC_003197.2	4138469	4139226	+	758	2309
STM3930	NC_003197.2	4139425	4140818	+	1394	4306
STM3931	NC_003197.2	4140921	4140994	+	74	249
STM3932	NC_003197.2	4141052	4141124	+	73	26
STM3933	NC_003197.2	4141148	4141231	+	84	23
STM3934	NC_003197.2	4141277	4141350	+	74	444
STM3935	NC_003197.2	4141935	4143144	-	1210	3739
STM3936	NC_003197.2	4143134	4144316	-	1183	3179
STM3937	NC_003197.2	4144325	4145081	-	757	1883
STM3938	NC_003197.2	4145062	4146035	-	974	3144
STM3939	NC_003197.2	4146193	4148926	+	2734	8638
STM3940	NC_003197.2	4149026	4149387	+	362	1512
STM3941	NC_003197.2	4149569	4150115	+	547	1696
STM3942	NC_003197.2	4150123	4150489	+	367	890
STM3943	NC_003197.2	4150560	4150893	-	334	943
STM3944	NC_003197.2	4150950	4151345	-	396	1288
STM3946	NC_003197.2	4152029	4152238	+	210	655
STM3947	NC_003197.2	4152263	4153099	+	837	2060
STM3948	NC_003197.2	4153080	4153803	+	724	1746
STM3949	NC_003197.2	4153785	4154702	+	918	2199
STM3950	NC_003197.2	4154690	4155418	+	729	1863
STM3951	NC_003197.2	4155438	4157716	+	2279	7186
STM3952	NC_003197.2	4158073	4159138	+	1066	3897
STM3953	NC_003197.2	4159187	4159578	-	392	0
STM3954	NC_003197.2	4159583	4160051	-	469	0
STM3955	NC_003197.2	4160076	4160978	-	903	2716
STM3956	NC_003197.2	4161004	4161489	-	486	1599
STM3957	NC_003197.2	4161620	4162505	+	886	2771
STM3958	NC_003197.2	4162571	4164418	+	1848	5646
STM3959	NC_003197.2	4164482	4165102	+	621	1731
STM3960	NC_003197.2	4165142	4165775	-	634	1794
STM3961	NC_003197.2	4165858	4166889	+	1032	2817
STM3962	NC_003197.2	4166889	4167705	+	817	2251
STM3963	NC_003197.2	4167786	4168685	+	900	2054
STM3964	NC_003197.2	4168573	4169536	-	964	2750
STM3965	NC_003197.2	4169764	4172039	+	2276	8061
STM3966	NC_003197.2	4172367	4173726	+	1360	4302
STM3967	NC_003197.2	4173806	4174630	-	825	2908
STM3968	NC_003197.2	4174799	4175638	+	840	2783
STM3969	NC_003197.2	4175765	4177208	+	1444	4835
STM3970	NC_003197.2	4177293	4178059	+	767	1948
STM3971	NC_003197.2	4178057	4178674	+	618	1351
STM3972	NC_003197.2	4178660	4180311	+	1652	4842
STM3973	NC_003197.2	4180506	4180771	+	266	773
STM3974	NC_003197.2	4180763	4181323	+	561	1334
STM3975	NC_003197.2	4181326	4182105	+	780	2096
STM3976	NC_003197.2	4182135	4182929	+	795	2325
STM3977	NC_003197.2	4182937	4183441	-	505	1592
STM3978	NC_003197.2	4183602	4185089	+	1488	5068
STM3979	NC_003197.2	4185165	4185876	+	712	2401
STM3980	NC_003197.2	4186124	4186843	+	720	2408
STM3981	NC_003197.2	4186892	4187953	+	1062	3315
STM3982	NC_003197.2	4188150	4189324	-	1175	3719
STM3983	NC_003197.2	4189323	4191593	-	2271	7393
STM3984	NC_003197.2	4191688	4193033	+	1346	3828
STM3985	NC_003197.2	4193025	4193647	+	623	1479
STM3986	NC_003197.2	4193671	4195137	+	1467	4053
STM3987	NC_003197.2	4195137	4195694	+	558	1683
STM3988	NC_003197.2	4196072	4197613	+	1542	3590
STM3989	NC_003197.2	4197683	4197756	+	74	133
STM3990	NC_003197.2	4197871	4197943	+	73	431
STM3991	NC_003197.2	4198129	4201123	+	2995	7279
STM3992	NC_003197.2	4201315	4201436	+	122	321
STM3993	NC_003197.2	4201697	4202227	-	531	1637
STM3994	NC_003197.2	4202209	4202805	-	597	1479
STM3995	NC_003197.2	4202850	4203132	+	283	711
STM3996	NC_003197.2	4203197	4204195	+	999	2717
STM3997	NC_003197.2	4204196	4204835	+	640	1460
STM3998	NC_003197.2	4204848	4205756	-	909	3021
STM3999	NC_003197.2	4206130	4208930	+	2801	9295
STM4000	NC_003197.2	4209089	4209144	+	56	551
STM4001	NC_003197.2	4209265	4209912	-	648	2436
STM4002	NC_003197.2	4210134	4210361	+	228	1065
STM4003	NC_003197.2	4210480	4210995	+	516	2174
STM4004	NC_003197.2	4211173	4212557	+	1385	4949
STM4005	NC_003197.2	4212870	4214288	-	1419	4858
STM4006	NC_003197.2	4214288	4215410	-	1123	3754
STM4007	NC_003197.2	4215612	4217110	-	1499	4205
STM4008	NC_003197.2	4217000	4217432	-	433	415
STM4009	NC_003197.2	4217386	4219220	+	1835	5079
STM4010	NC_003197.2	4219275	4220015	-	741	371
STM4011	NC_003197.2	4219994	4220876	-	883	0
STM4012	NC_003197.2	4220869	4222110	-	1242	0
STM4013	NC_003197.2	4222112	4222994	-	883	0
STM4014	NC_003197.2	4222980	4224010	-	1031	0
STM4015	NC_003197.2	4224018	4224871	-	854	887
STM4016	NC_003197.2	4225023	4225726	-	704	2259
STM4017	NC_003197.2	4225783	4227213	-	1431	4166
STM4018	NC_003197.2	4227250	4228645	-	1396	4022
STM4019	NC_003197.2	4228678	4230726	-	2049	6342
STM4020	NC_003197.2	4230758	4231621	-	864	2192
STM4021	NC_003197.2	4231619	4232872	-	1254	3885
STM4022	NC_003197.2	4232876	4233766	-	891	2419
STM4023	NC_003197.2	4233777	4234685	-	909	2922
STM4024	NC_003197.2	4234827	4235734	+	908	3134
STM4025	NC_003197.2	4235757	4236571	+	815	2621
STM4026	NC_003197.2	4236750	4237361	+	612	1881
STM4027	NC_003197.2	4237344	4238227	+	884	2048
STM4028	NC_003197.2	4238208	4238661	+	454	808
STM4029	NC_003197.2	4238646	4239647	+	1002	2497
STM4030	NC_003197.2	4239662	4240123	-	462	930
STM4031	NC_003197.2	4240105	4240429	-	325	701
STM4032	NC_003197.2	4240502	4241438	-	937	1054
STM4033	NC_003197.2	4241997	4242251	+	255	0
STM4034	NC_003197.2	4242298	4243244	-	947	2822
STM4035	NC_003197.2	4243224	4243870	-	647	1198
STM4036	NC_003197.2	4243856	4244771	-	916	2359
STM4037	NC_003197.2	4244771	4247833	-	3063	10221
STM4038	NC_003197.2	4248002	4248852	+	851	3119
STM4039	NC_003197.2	4249120	4250156	-	1037	0
STM4040	NC_003197.2	4250376	4251434	+	1059	3606
STM4041	NC_003197.2	4251789	4252119	-	331	963
STM4042	NC_003197.2	4252112	4252777	-	666	1827
STM4042A	NC_003197.2	4252854	4253420	+	567	1927
STM4043	NC_003197.2	4253509	4253834	-	326	753
STM4044	NC_003197.2	4253820	4254981	-	1162	3801
STM4045	NC_003197.2	4255095	4255936	-	842	3281
STM4046	NC_003197.2	4256065	4257338	-	1274	3903
STM4047	NC_003197.2	4257321	4258934	-	1614	4539
STM4048	NC_003197.2	4259012	4259914	+	903	2883
STM4049	NC_003197.2	4260056	4260915	+	860	2666
STM4050	NC_003197.2	4260912	4262101	-	1190	3550
STM4051	NC_003197.2	4262565	4263248	+	684	2681
STM4052	NC_003197.2	4263406	4264720	-	1315	3945
STM4053	NC_003197.2	4264706	4265229	-	524	1105
STM4054	NC_003197.2	4265240	4266229	-	990	3003
STM4055	NC_003197.2	4266430	4267172	+	743	2274
STM4056	NC_003197.2	4267179	4267931	+	753	1822
STM4057	NC_003197.2	4267936	4268338	+	403	1051
STM4058	NC_003197.2	4268389	4269776	-	1388	4196
STM4059	NC_003197.2	4269759	4270471	-	713	1999
STM4060	NC_003197.2	4270595	4271108	+	514	2123
STM4061	NC_003197.2	4271244	4272158	+	915	3159
STM4062	NC_003197.2	4272334	4273305	+	972	3555
STM4063	NC_003197.2	4273503	4274498	+	996	3447
STM4064	NC_003197.2	4274584	4275354	+	771	2728
STM4065	NC_003197.2	4275610	4276951	+	1342	4501
STM4066	NC_003197.2	4276955	4277921	+	967	2507
STM4067	NC_003197.2	4277924	4278971	+	1048	2914
STM4068	NC_003197.2	4279027	4279756	+	730	2305
STM4069	NC_003197.2	4279846	4280018	+	173	379
STM4070	NC_003197.2	4280029	4280165	+	137	239
STM4071	NC_003197.2	4280255	4280525	-	271	853
STM4072	NC_003197.2	4280619	4282223	-	1605	4983
STM4073	NC_003197.2	4282299	4283270	-	972	3675
STM4074	NC_003197.2	4283503	4285049	+	1547	4807
STM4075	NC_003197.2	4285035	4286086	+	1052	2666
STM4076	NC_003197.2	4286075	4287084	+	1010	2780
STM4077	NC_003197.2	4287101	4288135	+	1035	2791
STM4078	NC_003197.2	4288152	4289039	+	888	2279
STM4079	NC_003197.2	4289071	4289412	+	342	679
STM4080	NC_003197.2	4289415	4290186	+	772	2315
STM4081	NC_003197.2	4290278	4291058	-	781	2686
STM4082	NC_003197.2	4291158	4291766	-	609	1977
STM4083	NC_003197.2	4291844	4292283	+	440	1603
STM4084	NC_003197.2	4292390	4293148	-	759	2617
STM4085	NC_003197.2	4293233	4294243	-	1011	3790
STM4086	NC_003197.2	4294355	4295876	-	1522	4903
STM4087	NC_003197.2	4295884	4296874	-	991	3201
STM4088	NC_003197.2	4297112	4297367	+	256	1316
STM4089	NC_003197.2	4297589	4298074	-	486	1782
STM4090	NC_003197.2	4298167	4299108	-	942	2868
STM4091	NC_003197.2	4299163	4300505	-	1343	4330
STM4092	NC_003197.2	4300504	4301047	-	544	1565
STM4093	NC_003197.2	4301126	4302100	-	975	3269
STM4094	NC_003197.2	4302194	4303230	-	1037	3872
STM4095	NC_003197.2	4303374	4305584	-	2211	8943
STM4096	NC_003197.2	4305766	4305988	+	223	804
STM4097	NC_003197.2	4306034	4306702	-	669	2241
STM4098	NC_003197.2	4306897	4308692	-	1796	5944
